Campaign Number,Name,Start Date,End Date,Channel,Client,Address,Email,Phone,Contact,Audience,Location,Views,Likes,Clicks,Conversions, Expense ,Executive,CampaignType,Total Sales
277,Campaign 277,2023-03-06 0:00:00,2023-03-25 0:00:00,Instagram,Wade PLC,"3571 Harvey Centers, Ronaldfurt, NY 35589-6805",nhall@hotmail.com,(330)526-4186x670,Lacey Crane,Male 60+,UK,88603,3637,4448,436,"$1,521.88",Lauren Riggs,Sales,"$45,547.23"
278,Campaign 278,2023-06-25 0:00:00,2023-07-05 0:00:00,Email,Reyes-Rios,"49937 Christopher Unions, Gutierrezmouth, MI 13751-5785",cunninghamjerry@gmail.com,1-463-956-5944x00079,Eric Davis,Adults 40-60,USA,7433,5626,2456,427,"$35,126.70",Wesley Simon,Sales,"$73,654.20"
279,Campaign 279,2023-05-29 0:00:00,2023-05-30 0:00:00,YouTube,Pearson-Shah,"5117 Suzanne Branch, Barnesmouth, VA 53846",anthony54@perez.com,644.194.6281,Shannon Martinez,Teens 13-19,Australia,49501,7596,1874,243,"$23,405.52",Jesus Rivera,Sales,"$42,724.19"
280,Campaign 280,2023-11-30 0:00:00,2023-12-27 0:00:00,Email,Walter Ltd,"591 Gallegos Shore, East Jennifer, VT 67675",gravessusan@gonzalez.com,4034303913,Sarah Warren,Female 40-60,LATAM,29954,5314,2521,376,"$32,658.57",Aaron Faulkner,Sales,"$63,205.99"
281,Campaign 281,2023-02-28 0:00:00,2023-03-29 0:00:00,Facebook,Reed-Johnson,"01161 Mcintyre Burg, Robinsonport, CO 51964",stacy50@bates-martin.com,152-232-1350x6854,John Terrell,Male 60+,Australia,50133,2819,2190,788,"$5,045.36",Becky Brown,Sign Up,$0.00
282,Campaign 282,2023-06-25 0:00:00,2023-07-18 0:00:00,Facebook,"Holloway, Cox and Ford","7800 Dorsey Tunnel Suite 734, West Tracy, UT 56027",joseph49@hodges-campbell.com,011-835-8647x901,Dennis Carr,Female 60+,India,60550,896,4112,400,"$25,131.41",Brandon Townsend Jr.,Sign Up,$0.00
283,Campaign 283,2023-12-08 0:00:00,2023-12-19 0:00:00,Email,"Morris, Johnson and Anderson","065 John Street, West Adamchester, NV 72944-3914",johnsondonald@meyer.com,322.618.9253x9220,Sandy Mathis,Female 18-40,USA,55597,183,2812,112,"$36,218.33",Kyle Serrano,Sales,"$26,221.69"
284,Campaign 284,2023-05-24 0:00:00,2023-06-17 0:00:00,YouTube,Cooper-Alexander,"01438 Kristin Fords Apt. 626, Port Paula, WA 20979-6415",gchavez@yang.com,(284)401-5003,Alexandria Hansen,Adults 40-60,UK,1635,6010,2903,655,"$22,870.55",Thomas Ryan,Sales,"$80,901.69"
285,Campaign 285,2023-07-19 0:00:00,2023-08-09 0:00:00,Instagram,Jimenez and Sons,"8451 Walter Fords Apt. 737, South Danielchester, CT 12719-1372",amartinez@oconnell.com,405-164-0984x570,Justin Cole,Female 60+,UK,47051,4195,3301,638,"$7,636.70",Jesus Rivera,Sales,"$78,795.77"
286,Campaign 286,2023-01-19 0:00:00,2023-02-17 0:00:00,Email,Edwards LLC,"123 Amanda Summit, Lake Marietown, IL 81773-5493",tinamckay@sharp-smith.com,(506)912-2179x80069,Matthew Davis,Female 40-60,Europe,86575,3507,4583,848,"$31,135.38",Melissa Haynes,Sales,"$72,241.75"
287,Campaign 287,2023-04-12 0:00:00,2023-04-26 0:00:00,YouTube,"Jones, Miranda and Martin","45011 Marc Roads Apt. 548, Johnsonbury, NJ 40892",kristenhoward@yahoo.com,#ERROR!,Christine Barnes,Teens 13-19,LATAM,78607,2227,118,533,"$7,123.00",Thomas Ryan,Sign Up,$0.00
288,Campaign 288,2023-01-28 0:00:00,2023-02-23 0:00:00,Email,White Ltd,"172 Angela Crescent Apt. 306, North Laura, HI 69094-7497",jeremy56@gmail.com,(320)185-3187x395,Nathan Weber,Female 40-60,LATAM,88620,2517,923,782,"$21,730.71",Jesus Rivera,Sales,"$24,258.78"
289,Campaign 289,2023-03-22 0:00:00,2023-04-21 0:00:00,Instagram,Ramirez-Wilson,"6802 Scott Ways, Jasonbury, NM 94299-7873",robertellis@simpson-gutierrez.com,(414)086-9895x8325,Christine Nguyen,Male 60+,Canada,23729,5216,3157,195,"$27,155.80",Becky Brown,Sales,"$94,962.33"
290,Campaign 290,2023-09-13 0:00:00,2023-10-04 0:00:00,Facebook,Reed-Johnson,"01161 Mcintyre Burg, Robinsonport, CO 51964",stacy50@bates-martin.com,152-232-1350x6854,John Terrell,Seniors 60+,India,59959,1179,1717,375,"$38,813.68",Becky Brown,Sales,"$65,491.17"
291,Campaign 291,2023-10-24 0:00:00,2023-11-18 0:00:00,Instagram,Anderson Inc,"Unit 0015 Box 7678, DPO AE 55030-2816",jgomez@gmail.com,358.421.6618x006,Morgan Gross,Seniors 60+,India,46400,1744,2307,693,"$22,702.47",Thomas Ryan,Sign Up,$0.00
292,Campaign 292,2023-12-23 0:00:00,2023-12-25 0:00:00,Instagram,"Hernandez, Keller and Berry","Unit 2637 Box 1240, DPO AE 48178",mary90@yahoo.com,(203)315-6167,Kristin Carson,Adults 40-60,UK,91497,8424,4850,667,"$22,472.58",Thomas Ryan,Sales,"$74,148.35"
293,Campaign 293,2023-10-16 0:00:00,2023-10-23 0:00:00,YouTube,Drake-Vasquez,"8980 Cox Park, South Robert, NV 66099-6728",tylersheila@hicks.com,123-800-5701,Teresa Doyle,Male 60+,Australia,2264,3548,2766,527,"$18,305.89",Michael Camacho,Sales,"$50,170.13"
294,Campaign 294,2023-11-20 0:00:00,2023-12-02 0:00:00,Instagram,Mitchell-Rojas,"Unit 7421 Box 5134, DPO AE 60814",johnathan43@hotmail.com,1-211-588-6353,Benjamin Anthony,Adults 40-60,Europe,32046,3670,681,273,"$44,367.51",Thomas Ryan,Sales,"$33,801.45"
295,Campaign 295,2023-06-08 0:00:00,2023-06-18 0:00:00,Instagram,"Rowe, Morse and Morgan","247 Young Spur, North Jacobview, WI 24275",hstafford@yahoo.com,(934)411-1363,Destiny Atkins,Female 60+,Canada,91003,983,4595,164,"$10,171.02",Becky Brown,Sales,"$36,350.30"
296,Campaign 296,2023-11-30 0:00:00,2023-12-25 0:00:00,Email,Patterson and Sons,"0171 Patricia Street Suite 265, Frankmouth, MS 50700-0717",nataliemartinez@hotmail.com,228-166-2016,Christopher Riggs,Seniors 60+,Canada,22873,4249,555,364,"$37,109.37",Jesus Rivera,Sales,"$56,324.99"
297,Campaign 297,2023-09-16 0:00:00,2023-10-13 0:00:00,Facebook,Ramirez-Wilson,"6802 Scott Ways, Jasonbury, NM 94299-7873",robertellis@simpson-gutierrez.com,(414)086-9895x8325,Christine Nguyen,Female 40-60,Japan,84089,8526,1949,932,"$40,168.16",Becky Brown,Sales,"$78,496.61"
298,Campaign 298,2023-04-20 0:00:00,2023-04-28 0:00:00,Facebook,"Holmes, Johnson and Rodriguez","USCGC Erickson, FPO AE 00735-4383",polsen@alexander-smith.net,1-479-099-8390x29817,Anne Foley,Adults 40-60,India,16388,2784,2761,992,"$5,001.57",Wesley Simon,Sales,"$39,526.63"
299,Campaign 299,2023-11-12 0:00:00,2023-12-05 0:00:00,Instagram,Thomas-Proctor,"820 Butler Streets Suite 875, North Denisehaven, WV 66736-0964",brownmario@leonard.com,371.890.0231,Angela Moore,Female 40-60,India,26571,4017,2809,342,"$14,355.98",Wesley Simon,Sales,"$62,283.11"
300,Campaign 300,2023-01-22 0:00:00,2023-02-04 0:00:00,TikTok,Valentine-Dunn,"723 Julia Burg, Bartonhaven, VT 86914",gharrington@yahoo.com,5835472748,Nathan May,Seniors 60+,Australia,69008,1054,1962,558,"$31,697.81",Melissa Haynes,Sales,"$67,561.92"
301,Campaign 301,2023-07-04 00:00:00,2023-07-19 00:00:00,Instagram,Patterson and Sons,"0171 Patricia Street Suite 265, Frankmouth, MS 50700-0717",nataliemartinez@hotmail.com,228-166-2016,Christopher Riggs,Male 18-40,LATAM,70387,8301,2988,959,"$11,043.77",Jesus Rivera,Sales,"$40,597.85"
302,Campaign 302,2023-07-28 00:00:00,2023-08-10 00:00:00,Instagram,Lewis-Martinez,"37059 Bates Prairie Suite 432, Port Robertmouth, MN 28374",joshua06@king.com,363.836.3647x5385,Angela Anderson,Teens 13-19,Australia,72426,2326,3578,983,"$7,033.14",Aaron Faulkner,Sales,"$58,082.29"
303,Campaign 303,2023-03-16 00:00:00,2023-03-19 00:00:00,Instagram,Green-Blake,"230 Brandon Bypass Apt. 679, New Melissa, TN 37505-3043",karenpayne@yahoo.com,399.882.0614x59395,Dustin Ramirez,Male 60+,Japan,41672,8720,1739,786,"$13,014.36",Jesus Rivera,Sales,"$60,947.69"
304,Campaign 304,2023-01-04 00:00:00,2023-01-17 00:00:00,Facebook,Gray Ltd,"Unit 4555 Box 7398, DPO AE 23911-7290",owenmelinda@yahoo.com,1728597837,Mark Long,Male 40-60,Australia,48382,8160,1199,165,"$25,875.11",Jesus Rivera,Sign Up,$0.00
305,Campaign 305,2023-07-03 00:00:00,2023-07-18 00:00:00,YouTube,"Jones, Miranda and Martin","45011 Marc Roads Apt. 548, Johnsonbury, NJ 40892",kristenhoward@yahoo.com,#ERROR!,Christine Barnes,Female 60+,USA,67940,8130,2140,913,"$18,403.61",Thomas Ryan,Sales,"$30,498.91"
306,Campaign 306,2023-04-24 00:00:00,2023-04-28 00:00:00,TikTok,"Bush, Mendez and Smith","791 Darryl Squares Suite 934, Holdenport, OH 41129-2197",churchtimothy@yahoo.com,#ERROR!,Patrick Williams,Adults 18-40,Australia,27943,5896,4699,704,"$9,322.49",Brandon Townsend Jr.,Sales,"$70,653.27"
307,Campaign 307,2023-08-10 00:00:00,2023-08-23 00:00:00,Facebook,Gray Ltd,"Unit 4555 Box 7398, DPO AE 23911-7290",owenmelinda@yahoo.com,1728597837,Mark Long,Male 40-60,USA,83245,6240,1470,285,"$18,078.17",Jesus Rivera,Sales,"$69,311.66"
308,Campaign 308,2023-10-05 00:00:00,2023-10-24 00:00:00,Instagram,"James, Phelps and Burgess","026 Good Ports Apt. 881, Port Adam, KY 82799-9255",edurham@hotmail.com,#ERROR!,Vanessa Miranda,Teens 13-19,India,73576,4916,2143,194,"$18,799.43",Lauren Riggs,Sales,"$49,139.08"
309,Campaign 309,2023-02-07 00:00:00,2023-03-05 00:00:00,TikTok,Benjamin and Sons,"861 Knox Cape Apt. 731, Lake John, CA 62474",lrice@yahoo.com,#ERROR!,Derek Juarez,Male 18-40,UK,81806,4085,742,887,"$8,596.07",Thomas Ryan,Sales,"$56,240.83"
310,Campaign 310,2023-05-02 00:00:00,2023-05-29 00:00:00,Email,Gray Ltd,"Unit 4555 Box 7398, DPO AE 23911-7290",owenmelinda@yahoo.com,1728597837,Mark Long,Male 60+,USA,23729,3829,4405,698,"$12,131.43",Jesus Rivera,Sign Up,$0.00
311,Campaign 311,2023-10-19 00:00:00,2023-11-06 00:00:00,Email,"Weaver, Garner and Ramos","2933 Ortiz Overpass Suite 099, South Douglasburgh, KY 52632-7557",oscott@gmail.com,498.978.7718x501,Melinda Johnston,Female 40-60,Canada,55453,2279,2984,251,"$23,522.39",Brandon Townsend Jr.,Sales,"$61,836.95"
312,Campaign 312,2023-02-22 00:00:00,2023-03-11 00:00:00,Instagram,"Rowe, Morse and Morgan","247 Young Spur, North Jacobview, WI 24275",hstafford@yahoo.com,(934)411-1363,Destiny Atkins,Female 18-40,Japan,99807,3394,489,59,"$21,483.70",Becky Brown,Sales,"$44,894.07"
313,Campaign 313,2023-07-20 00:00:00,2023-08-19 00:00:00,Facebook,Gray Ltd,"Unit 4555 Box 7398, DPO AE 23911-7290",owenmelinda@yahoo.com,1728597837,Mark Long,Adults 40-60,USA,55546,6515,4100,17,"$45,123.25",Jesus Rivera,Sales,"$39,186.39"
314,Campaign 314,2023-08-13 00:00:00,2023-09-10 00:00:00,TikTok,"Ruiz, Cox and Meyer","5058 Frank Locks, Blackmouth, MI 07896",vjohnson@yahoo.com,#ERROR!,Anne Davis,Female 40-60,Europe,76967,1271,2908,707,"$19,850.01",Aaron Faulkner,Sign Up,$0.00
315,Campaign 315,2023-02-07 00:00:00,2023-02-15 00:00:00,YouTube,"Morris, Johnson and Anderson","065 John Street, West Adamchester, NV 72944-3914",johnsondonald@meyer.com,322.618.9253x9220,Sandy Mathis,Teens 13-19,UK,63818,5083,1065,929,"$36,978.25",Kyle Serrano,Sales,"$77,854.46"
316,Campaign 316,2023-06-18 00:00:00,2023-06-22 00:00:00,Instagram,Roberts-Howe,"64572 Dawn Forges Suite 455, South Samantha, PA 33248-5599",mckenziebrandon@allen.biz,698-591-7266x697,Robert Mcintosh,Male 60+,UK,29086,8795,1814,822,"$21,713.61",Brandon Townsend Jr.,Sign Up,$0.00
317,Campaign 317,2023-08-23 00:00:00,2023-08-24 00:00:00,Email,Reed-Johnson,"01161 Mcintyre Burg, Robinsonport, CO 51964",stacy50@bates-martin.com,152-232-1350x6854,John Terrell,Adults 40-60,Europe,89148,772,4576,794,"$27,686.76",Becky Brown,Sales,"$42,918.85"
318,Campaign 318,2023-11-23 00:00:00,2023-12-06 00:00:00,Email,"Parker, Velasquez and Dixon","33302 Fuller Lakes, West Christopher, MH 17095",hutchinsonmary@gmail.com,#ERROR!,Brian George,Male 60+,Europe,10599,7566,4261,237,"$4,692.45",Aaron Faulkner,Sales,"$39,421.33"
319,Campaign 319,2023-06-20 00:00:00,2023-07-13 00:00:00,YouTube,"Morris, Johnson and Anderson","065 John Street, West Adamchester, NV 72944-3914",johnsondonald@meyer.com,322.618.9253x9220,Sandy Mathis,Male 60+,India,55478,4716,2943,440,"$23,539.15",Kyle Serrano,Sales,"$42,152.05"
320,Campaign 320,2023-10-14 00:00:00,2023-10-27 00:00:00,YouTube,"Holmes, Johnson and Rodriguez","USCGC Erickson, FPO AE 00735-4383",polsen@alexander-smith.net,1-479-099-8390x29817,Anne Foley,Male 60+,Europe,28659,5530,542,864,"$25,249.59",Wesley Simon,Sign Up,$0.00
321,Campaign 321,2023-06-08 00:00:00,2023-07-05 00:00:00,Email,Gray Ltd,"Unit 4555 Box 7398, DPO AE 23911-7290",owenmelinda@yahoo.com,1728597837,Mark Long,Male 18-40,India,44011,4099,4775,601,"$17,351.10",Jesus Rivera,Sales,"$25,803.58"
322,Campaign 322,2023-02-05 00:00:00,2023-02-12 00:00:00,Instagram,Valentine-Dunn,"723 Julia Burg, Bartonhaven, VT 86914",gharrington@yahoo.com,5835472748,Nathan May,Female 40-60,Europe,45671,3488,3591,12,"$18,384.96",Melissa Haynes,Sales,"$39,471.45"
323,Campaign 323,2023-11-29 00:00:00,2023-12-17 00:00:00,Email,Reyes-Rios,"49937 Christopher Unions, Gutierrezmouth, MI 13751-5785",cunninghamjerry@gmail.com,1-463-956-5944x00079,Eric Davis,Adults 18-40,India,46579,4273,4777,712,"$31,332.02",Wesley Simon,Sign Up,$0.00
324,Campaign 324,2023-01-28 00:00:00,2023-02-02 00:00:00,YouTube,Edwards LLC,"123 Amanda Summit, Lake Marietown, IL 81773-5493",tinamckay@sharp-smith.com,(506)912-2179x80069,Matthew Davis,Female 60+,India,60646,9488,3052,295,"$32,056.49",Melissa Haynes,Sales,"$29,335.87"
325,Campaign 325,2023-05-09 00:00:00,2023-05-10 00:00:00,Facebook,Lyons PLC,"20804 Burgess Trace, Petersenburgh, WV 31082",nicholastaylor@yahoo.com,(496)403-6865,Sharon Crawford,Seniors 60+,Europe,90907,6692,3219,299,"$11,141.95",Lauren Riggs,Sales,"$44,638.38"
326,Campaign 326,2023-08-07 00:00:00,2023-09-02 00:00:00,Email,Reyes-Rios,"49937 Christopher Unions, Gutierrezmouth, MI 13751-5785",cunninghamjerry@gmail.com,1-463-956-5944x00079,Eric Davis,Adults 18-40,Japan,87703,8204,4645,887,"$12,946.83",Wesley Simon,Sign Up,$0.00
327,Campaign 327,2023-08-30 00:00:00,2023-09-21 00:00:00,Email,Wall-Cruz,"7470 Harris Roads Suite 137, Brookefort, MP 32507",davidponce@turner-copeland.com,539.823.7269x7824,Robert Cruz,Adults 40-60,UK,60789,1031,3978,203,"$49,281.33",Becky Brown,Sales,"$56,528.55"
328,Campaign 328,2023-12-19 00:00:00,2024-01-06 00:00:00,YouTube,Cooper-Alexander,"01438 Kristin Fords Apt. 626, Port Paula, WA 20979-6415",gchavez@yang.com,(284)401-5003,Alexandria Hansen,Male 40-60,USA,66048,2876,4524,845,"$6,571.80",Thomas Ryan,Sales,"$70,230.12"
329,Campaign 329,2023-05-15 00:00:00,2023-06-14 00:00:00,Email,Jackson Inc,"96299 Miller Spur, Jensenfurt, CA 97794-3156",jeremy09@yahoo.com,557-670-7467x238,Karen Rivers,Male 18-40,UK,96490,2899,939,139,"$26,033.35",Thomas Ryan,Sales,"$31,457.16"
330,Campaign 330,2023-10-06 00:00:00,2023-10-30 00:00:00,Facebook,Valentine-Dunn,"723 Julia Burg, Bartonhaven, VT 86914",gharrington@yahoo.com,5835472748,Nathan May,Seniors 60+,USA,50549,4308,3785,544,"$49,886.09",Melissa Haynes,Sign Up,$0.00
331,Campaign 331,2023-12-21 00:00:00,2024-01-14 00:00:00,YouTube,"Cohen, Williams and Hess","93243 Lee Loop Apt. 832, North Jonathanland, MP 43605-6685",shawn39@gmail.com,314.858.5509x23447,Mr. Nicholas Ramirez,Male 18-40,India,58419,2128,2907,555,"$24,439.40",Jesus Rivera,Sign Up,$0.00
332,Campaign 332,2023-11-15 00:00:00,2023-11-19 00:00:00,YouTube,Thomas-Proctor,"820 Butler Streets Suite 875, North Denisehaven, WV 66736-0964",brownmario@leonard.com,371.890.0231,Angela Moore,Seniors 60+,UK,93232,7885,1113,376,"$31,124.41",Wesley Simon,Sign Up,$0.00
333,Campaign 333,2023-09-27 00:00:00,2023-10-23 00:00:00,YouTube,Mcbride-Finley,"438 Brent Roads Apt. 855, Tylerburgh, NY 69473",mcclainhannah@jensen-gilbert.com,(856)414-5259x269,Michael Freeman,Female 60+,UK,29410,6925,1174,891,"$37,983.27",Jesus Rivera,Sales,"$57,723.65"
334,Campaign 334,2023-02-15 00:00:00,2023-02-24 00:00:00,TikTok,Griffin Inc,"Unit 3822 Box 8338, DPO AE 21031-0227",dixonamber@hotmail.com,(880)002-0608x56308,Theodore Murphy,Adults 18-40,India,93255,8429,3795,343,"$34,587.26",Brandon Townsend Jr.,Sign Up,$0.00
335,Campaign 335,2023-02-10 00:00:00,2023-03-11 00:00:00,YouTube,Valentine-Dunn,"723 Julia Burg, Bartonhaven, VT 86914",gharrington@yahoo.com,5835472748,Nathan May,Female 18-40,UK,19199,2624,4596,733,"$23,198.06",Melissa Haynes,Sales,"$38,005.00"
336,Campaign 336,2023-11-16 00:00:00,2023-11-28 00:00:00,YouTube,Ross Group,"2397 Allison Knolls Suite 213, Jacksonside, WV 58803-3895",kristopher99@romero.org,1-844-245-2487x0945,Lauren Graham,Male 60+,Japan,94024,1269,4898,155,"$6,315.92",Brandon Townsend Jr.,Sign Up,$0.00
337,Campaign 337,2023-04-16 00:00:00,2023-05-16 00:00:00,Facebook,White Ltd,"172 Angela Crescent Apt. 306, North Laura, HI 69094-7497",jeremy56@gmail.com,(320)185-3187x395,Nathan Weber,Female 18-40,Canada,90479,2367,4808,959,$698.24,Jesus Rivera,Sales,"$40,372.15"
338,Campaign 338,2023-07-20 00:00:00,2023-07-25 00:00:00,Facebook,"Holloway, Cox and Ford","7800 Dorsey Tunnel Suite 734, West Tracy, UT 56027",joseph49@hodges-campbell.com,011-835-8647x901,Dennis Carr,Adults 18-40,USA,45324,5959,3581,457,"$7,528.01",Brandon Townsend Jr.,Sales,"$81,074.26"
339,Campaign 339,2023-02-10 00:00:00,2023-02-11 00:00:00,Facebook,"Cohen, Williams and Hess","93243 Lee Loop Apt. 832, North Jonathanland, MP 43605-6685",shawn39@gmail.com,314.858.5509x23447,Mr. Nicholas Ramirez,Female 18-40,Europe,27111,2477,2521,990,"$28,375.26",Jesus Rivera,Sales,"$42,239.83"
340,Campaign 340,2023-05-25 00:00:00,2023-06-24 00:00:00,Email,Jackson Inc,"96299 Miller Spur, Jensenfurt, CA 97794-3156",jeremy09@yahoo.com,557-670-7467x238,Karen Rivers,Female 40-60,India,34553,2001,3205,419,"$36,749.69",Thomas Ryan,Sales,"$41,157.41"
341,Campaign 341,2023-02-06 00:00:00,2023-03-04 00:00:00,Instagram,Jones LLC,"89103 Jennings Cape Suite 740, South Dianafort, FL 68504",norrisjames@pearson-burton.biz,(363)957-0616x7906,Danielle Hernandez,Female 40-60,Australia,62065,6285,1515,854,"$32,671.28",Aaron Faulkner,Sales,"$47,398.38"
342,Campaign 342,2023-07-11 00:00:00,2023-07-16 00:00:00,TikTok,Wade PLC,"3571 Harvey Centers, Ronaldfurt, NY 35589-6805",nhall@hotmail.com,(330)526-4186x670,Lacey Crane,Female 18-40,UK,74991,9053,3267,585,"$39,089.76",Lauren Riggs,Sign Up,$0.00
343,Campaign 343,2023-07-26 00:00:00,2023-08-02 00:00:00,YouTube,Nunez-Bowers,"6821 Walker Via Suite 228, Lake Jessica, NE 05036-1909",michelle44@yahoo.com,(186)438-4897,James Woods,Male 18-40,LATAM,1227,9205,3710,144,"$34,556.03",Wesley Simon,Sales,"$68,992.86"
344,Campaign 344,2023-11-22 00:00:00,2023-12-18 00:00:00,Facebook,Hughes-Sullivan,"5874 Guerra Courts Suite 368, South Codyhaven, OR 93465",williamsnathaniel@yahoo.com,415-860-7532,Roy Obrien,Adults 40-60,Japan,40577,9454,2720,346,"$43,924.28",Brandon Townsend Jr.,Sales,"$30,650.63"
345,Campaign 345,2023-11-13 00:00:00,2023-11-20 00:00:00,Email,Weaver-Hoover,"050 Andrews Green, North Renee, VT 22014-1131",jacqueline32@dominguez.biz,574-189-4981x166,Kathy Mahoney,Seniors 60+,LATAM,77919,1689,2509,736,"$10,345.35",Brandon Townsend Jr.,Sales,"$76,816.50"
346,Campaign 346,2023-04-06 00:00:00,2023-05-04 00:00:00,YouTube,Wade PLC,"3571 Harvey Centers, Ronaldfurt, NY 35589-6805",nhall@hotmail.com,(330)526-4186x670,Lacey Crane,Adults 40-60,India,13936,9723,3815,735,"$45,860.88",Lauren Riggs,Sales,"$56,896.24"
347,Campaign 347,2023-10-23 00:00:00,2023-11-13 00:00:00,Instagram,Thomas-Proctor,"820 Butler Streets Suite 875, North Denisehaven, WV 66736-0964",brownmario@leonard.com,371.890.0231,Angela Moore,Seniors 60+,Australia,39609,6236,2702,76,"$32,263.84",Wesley Simon,Sales,"$43,376.67"
348,Campaign 348,2023-10-07 00:00:00,2023-10-18 00:00:00,Instagram,"Morris, Johnson and Anderson","065 John Street, West Adamchester, NV 72944-3914",johnsondonald@meyer.com,322.618.9253x9220,Sandy Mathis,Adults 18-40,UK,78985,6122,2808,231,"$1,609.43",Kyle Serrano,Sign Up,$0.00
349,Campaign 349,2023-04-28 00:00:00,2023-05-26 00:00:00,TikTok,"Brown, Lawrence and Collins","069 Jeffrey Neck, North Jeffreyberg, VI 70669-3291",tracyfields@evans.com,1-351-320-8584x4902,Thomas Fleming,Female 60+,UK,84692,4443,1950,636,"$22,204.98",Michael Camacho,Sales,"$27,898.87"
350,Campaign 350,2023-03-03 00:00:00,2023-03-11 00:00:00,Facebook,Daniels Group,"567 Jill Motorway, Sarabury, GU 20455-6244",michael10@gmail.com,(644)568-8783,Annette Rice,Seniors 60+,Europe,71367,7691,2030,324,"$46,223.77",Wesley Simon,Sign Up,$0.00
351,Campaign 351,2023-08-05 00:00:00,2023-08-11 00:00:00,TikTok,Phillips-Lewis,"152 Munoz Spur, Richardbury, NE 64820-6682",ssullivan@yahoo.com,1-632-762-1401x4577,April Williams,Male 60+,LATAM,6660,6973,1346,670,"$31,853.68",Aaron Faulkner,Sales,"$67,043.70"
352,Campaign 352,2023-11-21 00:00:00,2023-12-13 00:00:00,YouTube,Phillips-Lewis,"152 Munoz Spur, Richardbury, NE 64820-6682",ssullivan@yahoo.com,1-632-762-1401x4577,April Williams,Male 40-60,USA,30850,9090,2787,175,"$40,566.54",Aaron Faulkner,Sales,"$42,042.17"
353,Campaign 353,2023-07-29 00:00:00,2023-08-18 00:00:00,Email,Benjamin and Sons,"861 Knox Cape Apt. 731, Lake John, CA 62474",lrice@yahoo.com,#ERROR!,Derek Juarez,Female 60+,USA,39837,825,2261,798,"$1,039.71",Thomas Ryan,Sign Up,$0.00
354,Campaign 354,2023-06-01 00:00:00,2023-06-28 00:00:00,TikTok,"Ramos, Gomez and Garcia","PSC 8675, Box 2798, APO AA 82949-7770",huntdavid@orr.info,#ERROR!,Eric Harrison,Female 40-60,Europe,5248,3951,1472,610,"$26,243.22",Kyle Serrano,Sales,"$60,758.80"
355,Campaign 355,2023-10-03 00:00:00,2023-10-11 00:00:00,Email,Roberts-Howe,"64572 Dawn Forges Suite 455, South Samantha, PA 33248-5599",mckenziebrandon@allen.biz,698-591-7266x697,Robert Mcintosh,Female 18-40,Canada,82370,6297,2581,524,"$10,418.80",Brandon Townsend Jr.,Sales,"$53,120.93"
356,Campaign 356,2023-05-27 00:00:00,2023-06-05 00:00:00,Instagram,Benjamin and Sons,"861 Knox Cape Apt. 731, Lake John, CA 62474",lrice@yahoo.com,#ERROR!,Derek Juarez,Adults 40-60,India,19701,7102,3424,430,"$28,023.81",Thomas Ryan,Sales,"$46,998.76"
357,Campaign 357,2023-08-09 00:00:00,2023-08-23 00:00:00,Instagram,Wall-Cruz,"7470 Harris Roads Suite 137, Brookefort, MP 32507",davidponce@turner-copeland.com,539.823.7269x7824,Robert Cruz,Female 18-40,USA,46745,2937,3576,236,"$2,764.85",Becky Brown,Sales,"$48,675.35"
358,Campaign 358,2023-12-02 00:00:00,2024-01-01 00:00:00,TikTok,"Brown, Lawrence and Collins","069 Jeffrey Neck, North Jeffreyberg, VI 70669-3291",tracyfields@evans.com,1-351-320-8584x4902,Thomas Fleming,Teens 13-19,India,41510,3388,2783,190,"$30,707.14",Michael Camacho,Sales,"$52,866.39"
359,Campaign 359,2023-06-27 00:00:00,2023-07-15 00:00:00,TikTok,Hughes-Sullivan,"5874 Guerra Courts Suite 368, South Codyhaven, OR 93465",williamsnathaniel@yahoo.com,415-860-7532,Roy Obrien,Adults 40-60,Australia,54038,4575,94,915,"$25,592.96",Brandon Townsend Jr.,Sales,"$41,950.32"
